,id,ib_var_1,ib_var_2,ib_var_3,ib_var_4,ib_var_5,ib_var_6,ib_var_7,ib_var_8,ib_var_9,ib_var_10,ib_var_11,ib_var_12,ib_var_13,ib_var_14,ib_var_15,ib_var_16,ib_var_17,ib_var_18,ib_var_19,ib_var_20,ib_var_21,icn_var_22,icn_var_23,icn_var_24,ico_var_25,ico_var_26,ico_var_27,ico_var_28,ico_var_29,ico_var_30,ico_var_31,ico_var_32,ico_var_33,ico_var_34,ico_var_35,ico_var_36,ico_var_37,ico_var_38,ico_var_39,ico_var_40,ico_var_41,ico_var_42,ico_var_43,ico_var_44,ico_var_45,ico_var_46,ico_var_47,ico_var_48,ico_var_49,ico_var_50,ico_var_51,ico_var_52,ico_var_53,ico_var_54,ico_var_55,ico_var_56,ico_var_57,ico_var_58,ico_var_59,ico_var_60,ico_var_61,ico_var_62,ico_var_63,ico_var_64,if_var_65,if_var_66,if_var_67,if_var_68,if_var_69,if_var_70,if_var_71,if_var_72,if_var_73,if_var_74,if_var_75,if_var_76,if_var_77,if_var_78,if_var_79,if_var_80,if_var_81,ob_target
428,429,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,3,4,5,4,4,5,4,4,4,4,14,23,4,3,4,2,2,3,4,4,4,3,4,3,5,2,2,2,4,2,2,2,2,2,3,2,2,2,4,2,2,30,100,5,925.2,1233.6,1,5,2,0.875,0,4,10,0.6,13.0732,7196.0,0.7666666999999999,2,0
429,430,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,3,4,4,3,4,4,4,1,7,23,22,4,2,4,3,3,4,4,4,2,4,3,4,2,2,3,3,3,4,3,3,3,4,3,2,3,3,2,2,49,100,10,514.0,1542.0,1,1,3,0.7,0,6,7,0.6666667,7.1463,3084.0,0.7,3,0
430,431,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2,1,2,4,4,4,5,4,4,5,4,8,8,8,9,2,3,2,1,2,3,4,5,3,5,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,39,100,0,514.0,3084.0,1,1,1,0.875,0,4,13,0.4333333,4.7317,3084.0,0.6666667,1,0
431,432,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,3,4,4,4,4,4,4,4,4,1,5,23,17,2,4,2,2,4,2,4,4,2,5,4,5,2,2,3,4,2,4,2,2,2,4,2,2,2,2,3,2,34,100,5,1850.4,10280.0,2,1,4,0.825,1,10,8,0.5333334,16.4634,5140.0,0.8,2,0
432,433,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,2,4,4,4,3,3,4,4,4,12,12,9,12,3,2,2,4,2,4,4,4,2,5,2,4,2,2,3,2,3,3,3,2,2,4,2,2,2,4,2,2,33,100,9,1028.0,5140.0,1,1,1,0.725,1,6,8,0.5666667,17.1951,3084.0,0.7,1,0
433,434,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2,1,1,4,4,4,4,3,4,4,4,12,17,15,11,2,2,2,2,2,2,4,4,2,3,2,2,2,2,2,2,2,3,2,2,3,3,3,2,2,2,2,2,29,100,3,2040.0,4590.0,1,7,4,0.775,0,15,13,0.4,3.5122,3060.0,0.5666667,2,0
434,435,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2,1,1,4,4,4,3,3,4,4,4,5,7,23,15,4,3,3,3,2,2,4,5,4,4,3,4,2,3,2,2,3,3,3,3,2,3,3,1,3,2,2,2,42,100,7,616.8,3598.0,1,5,6,0.65,1,6,7,0.5666667,20.6341,1542.0,0.8333333,3,0
435,436,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,5,4,4,4,4,4,4,5,14,5,5,4,3,2,3,4,4,4,4,4,4,2,4,2,2,2,4,2,4,2,3,4,4,2,2,2,4,2,2,41,100,6,719.6,2570.0,1,5,5,0.825,1,7,9,0.6666667,21.8293,4626.0,0.7333333000000001,4,0
436,437,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,2,4,4,4,4,3,4,3,4,1,5,23,1,4,3,4,4,4,3,4,5,3,4,3,3,1,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,56,100,17,616.8,4626.0,1,1,3,0.725,0,6,9,0.7333333000000001,0.0732,3084.0,0.7666666999999999,1,0
437,438,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,5,4,4,4,4,4,4,5,9,7,5,4,2,4,2,2,4,4,4,2,4,4,4,2,2,2,4,2,4,2,2,2,4,2,2,2,3,3,2,45,100,8,615.0,2870.0,1,3,1,0.825,1,9,8,0.6,2.878,3587.5,0.7333333000000001,3,0
438,439,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,1,4,5,4,4,4,4,4,4,8,9,9,4,4,4,2,2,2,2,4,5,4,5,2,4,1,1,1,4,1,4,1,1,2,4,1,2,1,4,1,1,27,100,4,1542.0,3084.0,1,3,4,0.925,2,7,7,0.5333334,7.6098,2570.0,0.8,1,0
439,440,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,2,1,1,4,4,4,4,4,4,3,4,12,9,13,12,3,3,3,3,3,4,4,3,3,3,3,3,2,2,4,3,3,3,3,3,3,3,3,2,3,3,2,2,35,100,4,5345.6,6168.0,1,5,4,0.725,0,16,12,0.6333333000000001,21.9024,5140.0,0.6,3,0
440,441,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,4,4,4,7,9,7,7,4,3,4,3,3,5,4,4,2,4,5,4,2,2,2,3,2,4,2,2,2,5,2,2,2,3,3,2,38,100,1,1542.0,3598.0,1,7,5,0.8,0,10,8,0.7333333000000001,4.4634,5140.0,0.7666666999999999,3,0
441,442,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,2,1,1,4,2,4,3,1,4,3,4,1,9,22,14,3,5,2,4,3,4,4,2,3,2,4,5,3,3,3,3,3,3,3,3,4,5,4,3,4,3,3,3,26,100,5,514.0,4626.0,2,1,1,0.55,0,5,8,0.7,6.2195,1542.0,0.6,4,0
442,443,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,4,5,4,4,4,4,1,11,23,7,4,2,4,4,4,3,4,4,2,4,4,4,1,2,2,4,2,4,2,1,2,4,2,3,2,3,2,2,52,100,4,514.0,2570.0,1,4,6,0.9,0,5,4,0.7,5.9756,2056.0,0.7666666999999999,1,0
443,444,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,3,4,5,3,4,4,4,11,12,11,11,2,1,1,2,1,2,4,4,1,4,3,3,3,2,2,2,3,3,2,2,1,2,3,2,2,3,3,3,32,100,7,5345.6,19275.0,1,3,4,0.8,0,5,10,0.3,1.5854,5140.0,0.6333333000000001,2,0
444,445,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,4,4,4,9,12,13,9,4,2,3,4,4,4,4,4,2,4,2,3,3,2,2,4,2,3,2,2,4,3,2,4,2,4,4,2,33,100,4,1542.0,8224.0,3,1,3,0.775,0,10,6,0.7,6.1951,5140.0,0.6333333000000001,2,0
445,446,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,1,4,5,4,4,4,4,5,4,1,7,16,11,1,1,1,1,1,2,4,4,4,4,1,3,2,3,1,4,1,3,2,3,4,1,4,4,2,5,2,2,38,100,8,4626.0,1542.0,1,1,8,0.8,0,6,2,0.24999995000000008,5.9268,1542.0,0.7,4,0
446,447,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,4,4,3,2,4,4,4,1,12,23,1,3,2,2,3,2,2,4,4,2,4,3,4,2,3,3,2,3,2,2,3,2,2,3,2,3,3,2,3,43,100,15,1542.0,6682.0,2,2,1,0.675,1,7,8,0.46666670000000005,2.2195,9766.0,0.6666667,1,0
447,448,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,2,4,4,4,4,4,4,4,4,2,11,13,2,3,3,4,4,3,3,4,4,3,5,2,4,2,2,3,3,2,3,2,2,3,3,2,1,2,3,2,2,41,100,17,5345.6,7196.0,1,4,4,0.8,1,10,6,0.6666667,12.3902,3084.0,0.7333333000000001,4,0
448,449,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,4,4,4,1,14,18,1,4,4,4,3,4,4,4,4,2,4,4,4,2,2,2,4,2,4,2,3,2,4,2,2,2,4,3,2,33,100,6,5135.0,5135.0,1,3,8,0.8,0,13,6,0.7666666999999999,16.4878,7189.0,0.7333333000000001,1,0
449,450,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2,1,2,4,4,4,3,3,4,3,4,13,17,14,7,3,3,3,3,2,3,4,4,3,4,3,2,3,2,2,3,3,3,3,3,3,2,2,3,3,2,2,3,26,100,5,925.2,5242.8,1,1,6,0.65,0,9,9,0.5666667,9.5366,3084.0,0.6666667,1,0
450,451,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,3,4,5,4,2,5,4,5,4,1,15,14,10,4,4,2,1,3,4,4,5,2,5,1,1,1,1,1,3,3,5,3,3,1,3,1,1,1,3,2,1,38,100,6,1130.8,7710.0,1,3,6,0.85,2,6,6,0.6,21.561,5140.0,0.6333333000000001,1,0
451,452,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,5,4,5,5,4,5,4,1,15,13,1,3,3,3,3,3,2,4,5,3,5,3,4,1,1,1,5,1,5,1,1,1,3,1,2,1,5,3,2,34,100,8,5345.6,19275.0,2,5,4,1.0,0,12,5,0.5666667,6.8537,9766.0,0.7666666999999999,1,0
452,453,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,2,1,1,4,5,4,5,5,4,5,4,10,10,13,10,1,1,1,1,1,1,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,100,5,2056.0,5448.4,2,1,4,1.0,0,19,17,0.24999995000000008,3.4634,2570.0,0.6,2,0
453,454,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,4,3,3,4,3,4,1,19,23,5,2,2,3,2,3,2,4,4,2,3,2,3,3,2,3,3,3,3,3,3,2,2,3,3,2,2,2,2,41,100,4,5115.0,15345.0,2,1,6,0.675,0,7,12,0.46666670000000005,3.7317,5115.0,0.5666667,4,0
454,455,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,2,1,2,4,3,4,2,4,4,4,4,10,11,13,11,5,2,2,1,5,4,4,3,2,3,3,1,3,3,2,1,1,2,4,2,3,4,3,1,4,2,4,3,35,100,6,1850.4,7710.0,1,1,9,0.65,0,4,1,0.6333333000000001,1.1951,5140.0,0.5333334,4,0
455,456,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,2,4,3,4,3,3,4,3,4,17,11,20,15,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,44,100,13,2056.0,2056.0,1,3,1,0.625,0,14,13,0.5666667,1.3415,2570.0,0.6333333000000001,2,0
456,457,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,3,4,5,4,5,4,4,4,4,1,14,8,1,3,3,2,4,1,4,4,5,2,5,2,4,1,1,2,4,4,2,2,3,1,3,1,3,1,4,2,1,46,100,12,514.0,16448.0,1,4,5,0.925,1,7,4,0.5666667,17.9512,2570.0,0.7333333000000001,2,0
457,458,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,4,4,4,1,7,23,1,4,2,2,3,4,4,4,4,4,4,4,4,2,2,2,2,2,4,3,2,2,4,3,2,2,4,2,2,46,100,17,2056.0,4112.0,3,1,3,0.8,0,10,8,0.6333333000000001,11.3171,5140.0,0.8,2,0
458,459,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,4,4,4,7,9,23,7,4,4,2,2,2,2,4,5,2,4,2,4,1,2,2,2,2,4,2,2,2,4,2,2,2,4,2,2,40,100,6,205.6,15420.0,3,2,1,0.8,2,15,10,0.5333334,17.3171,9766.0,0.7,2,0
459,460,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,3,4,4,4,5,5,4,4,4,1,11,23,1,4,2,4,3,3,4,4,4,2,5,2,4,2,2,3,3,3,4,3,3,2,4,2,3,2,4,2,3,37,100,10,719.6,3084.0,1,3,7,0.85,1,7,5,0.6666667,5.3659,2570.0,0.7,2,0
460,461,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,4,4,3,4,4,4,1,6,23,12,3,2,3,2,2,3,4,4,2,4,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,3,3,2,52,100,17,411.2,12336.0,2,1,4,0.775,0,9,13,0.5,5.3171,5140.0,0.6333333000000001,3,0
461,462,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,2,4,4,4,4,4,4,4,4,7,12,7,7,4,4,4,2,2,2,4,4,2,4,2,4,2,2,3,4,2,4,2,2,2,4,2,4,2,4,2,2,42,100,2,1233.6,1850.4,1,1,2,0.8,2,15,6,0.6,11.5122,9766.0,0.6666667,4,0
462,463,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,4,4,4,7,7,12,12,4,4,4,4,4,4,4,4,2,4,4,4,2,2,2,2,3,3,2,2,4,4,2,3,3,4,3,2,42,100,6,2056.0,8224.0,1,3,4,0.8,0,15,11,0.8,8.4878,5140.0,0.7333333000000001,2,0
463,464,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,1,4,4,4,4,4,4,3,4,11,14,23,11,4,3,4,3,4,3,4,4,3,4,3,4,1,2,2,4,3,3,2,2,3,4,3,3,2,4,3,2,28,100,6,5345.6,19275.0,2,3,3,0.775,0,5,6,0.7,8.2195,9766.0,0.7333333000000001,3,0
464,465,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,4,4,5,5,4,5,4,1,12,23,9,2,4,2,1,2,2,4,5,1,5,4,4,1,1,4,4,2,4,1,1,4,4,1,1,1,1,1,1,32,100,10,205.6,1028.0,1,4,5,0.975,0,9,12,0.4333333,3.9024,514.0,0.8,2,0
465,466,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,2,4,3,4,4,3,4,3,4,1,7,7,17,2,1,4,3,3,3,4,3,3,4,4,2,3,2,2,4,3,3,3,3,2,3,3,2,3,3,2,2,38,100,4,1028.0,3084.0,3,1,9,0.625,1,8,10,0.5333334,11.1951,5140.0,0.6666667,3,0
466,467,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,2,4,4,4,4,3,4,4,4,1,12,11,1,4,3,4,2,4,3,4,3,2,4,3,2,1,1,1,2,2,4,2,4,3,2,3,1,3,4,4,3,23,100,6,1234.8,19275.0,1,1,1,0.725,0,7,7,0.6666667,15.1951,5145.0,0.6,1,0
467,468,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,2,4,3,4,4,4,4,5,4,1,12,1,1,2,2,3,2,2,2,4,3,2,4,3,2,3,1,3,3,2,2,3,2,2,2,2,3,3,2,2,2,31,100,3,3084.0,10280.0,1,5,1,0.8,0,8,6,0.4333333,2.5610000000000004,2570.0,0.6,1,0
468,469,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,5,4,4,3,4,3,4,17,9,17,17,4,4,4,4,2,4,4,4,3,4,2,4,2,2,3,4,3,3,3,3,2,4,3,2,2,3,3,2,50,100,12,1028.0,10280.0,1,5,4,0.775,2,8,7,0.7333333000000001,5.0,2056.0,0.7,3,0
469,470,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,4,5,4,4,4,4,2,12,16,22,5,4,5,2,3,4,4,5,4,5,2,2,1,2,2,5,1,5,2,2,2,4,2,3,2,3,3,2,45,100,17,2570.0,19275.0,1,5,1,0.85,0,5,4,0.7666666999999999,8.2195,5140.0,0.7333333000000001,3,0
470,471,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,3,4,4,4,3,4,4,3,4,1,7,7,1,3,2,3,3,2,4,4,4,2,5,3,5,3,2,3,3,3,3,3,2,3,3,2,3,3,4,3,1,35,100,2,918.0,1020.0,1,4,4,0.7,0,4,6,0.5666667,18.439,3060.0,0.7666666999999999,3,0
471,472,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,2,4,5,4,4,5,4,4,4,7,12,16,7,4,2,2,1,2,1,4,5,2,5,1,3,2,1,2,4,3,4,4,3,3,3,3,1,2,2,1,1,32,100,9,1028.0,3084.0,1,2,4,0.925,1,5,4,0.4,6.4146,2056.0,0.6666667,1,0
472,473,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,4,4,4,1,9,23,1,3,3,2,3,3,3,4,4,3,3,3,3,3,3,3,3,2,3,2,3,3,1,3,3,3,3,2,2,46,100,3,5345.6,5140.0,2,6,6,0.7,0,9,11,0.5666667,2.6098,4112.0,0.6333333000000001,4,0
473,474,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,4,4,4,3,4,4,4,1,12,20,1,2,3,3,2,2,2,4,3,2,4,3,3,1,1,2,2,2,3,1,2,2,5,3,3,2,5,4,2,46,100,6,5345.6,15420.0,2,2,4,0.7,0,10,6,0.46666670000000005,5.2927,8738.0,0.6333333000000001,4,0
474,475,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,2,4,4,4,4,3,4,4,4,6,9,14,6,3,3,3,3,3,4,4,4,2,5,3,3,1,2,2,4,3,4,3,2,3,3,3,2,3,4,3,3,42,100,7,1542.0,7710.0,1,3,5,0.8,0,9,7,0.6333333000000001,7.1707,5140.0,0.7,2,0
475,476,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,3,4,4,4,4,5,4,4,4,7,12,23,4,5,5,4,4,5,4,4,5,1,4,5,5,1,2,2,5,1,5,2,2,1,4,2,2,2,5,4,2,29,100,4,3060.0,19275.0,1,3,6,0.85,0,6,5,0.9166667499999999,2.7805,5100.0,0.8,2,0
476,477,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,2,4,5,4,4,4,4,4,4,9,11,9,9,4,4,4,4,4,2,4,4,2,5,4,4,2,2,2,4,3,4,2,2,2,4,3,2,2,4,4,2,24,100,5,2056.0,2056.0,1,4,1,0.8,0,11,6,0.7333333000000001,9.878,1542.0,0.7666666999999999,2,0
477,478,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,2,1,1,4,4,4,5,3,4,5,4,15,11,23,13,4,3,3,2,4,4,4,2,2,3,4,4,3,3,2,2,3,3,4,3,2,4,2,3,2,4,4,2,35,100,11,1028.0,5140.0,2,3,4,0.825,0,7,6,0.6666667,27.774437500000005,5140.0,0.6,4,0
478,479,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,2,1,1,4,5,4,4,3,4,3,4,1,7,23,19,2,3,2,2,1,2,4,3,2,5,4,4,1,2,2,2,2,2,3,3,2,2,3,1,3,3,2,2,31,100,2,616.8,3084.0,1,5,5,0.8,0,4,12,0.4,14.0732,1028.0,0.7666666999999999,3,0
479,480,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,4,4,5,4,4,3,4,11,13,20,8,3,3,2,2,3,2,4,5,4,5,3,2,1,2,4,4,2,2,3,2,3,2,3,3,4,4,2,1,52,100,7,2056.0,3598.0,1,2,4,0.825,0,4,4,0.5,12.7561,3598.0,0.8,3,0
480,481,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,4,4,4,3,4,4,4,10,12,10,10,4,4,3,2,2,2,4,4,2,4,4,5,2,2,2,4,2,4,2,3,3,4,2,3,2,4,3,2,43,100,5,1542.0,15420.0,1,4,4,0.775,1,11,4,0.5666667,4.8293,5140.0,0.7666666999999999,4,0
481,482,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,3,4,3,3,4,3,4,1,9,23,1,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,49,100,6,719.6,719.6,2,1,6,0.6,0,19,17,0.6,12.0976,3598.0,0.6,1,0
482,483,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2,1,3,4,5,4,5,5,4,2,4,11,7,19,12,4,4,1,4,1,1,4,5,1,5,4,1,1,1,4,4,4,4,1,1,4,4,1,1,1,4,1,1,27,100,5,5140.0,5140.0,1,2,4,0.925,2,11,11,0.5,16.122,3084.0,0.7,0,0
483,484,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,5,4,5,5,4,5,4,7,13,13,10,4,1,4,4,4,2,4,5,4,5,4,4,1,1,4,4,1,4,1,1,2,4,1,1,1,4,1,1,38,100,1,2570.0,5140.0,1,1,4,1.0,0,10,9,0.6333333000000001,27.774437500000005,3084.0,0.9333333,1,0
484,485,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,3,4,4,4,4,5,4,4,4,7,14,23,7,2,2,3,2,2,2,4,4,3,4,2,2,3,2,2,3,2,1,1,2,1,3,1,2,3,2,2,2,46,100,10,1644.8,4626.0,3,1,1,0.875,0,11,5,0.4333333,2.1951,2056.0,0.6666667,3,0
485,486,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,4,4,4,1,9,23,1,4,1,1,2,2,2,4,5,2,4,2,3,1,2,2,2,2,2,2,3,2,2,1,1,2,2,3,1,47,100,5,5345.6,7196.0,2,1,2,0.825,1,9,9,0.4,8.3415,8224.0,0.6666667,4,0
486,487,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,2,1,1,4,4,4,4,4,4,3,4,1,12,7,7,4,3,4,4,4,4,4,4,2,4,3,3,2,2,2,3,3,4,3,2,3,4,3,3,2,4,3,2,37,100,12,308.4,616.8,1,3,1,0.725,0,11,5,0.7666666999999999,11.3659,1028.0,0.6666667,2,0
487,488,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,3,4,4,4,4,4,4,4,4,12,16,13,12,4,2,4,2,3,4,4,3,2,4,2,4,2,2,2,4,2,4,2,3,3,4,3,2,2,4,3,2,27,100,6,719.6,3084.0,3,5,5,0.775,1,9,5,0.6333333000000001,6.439,5140.0,0.6333333000000001,2,0
488,489,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,3,4,4,4,4,3,4,4,4,1,13,18,1,3,2,4,3,3,3,4,4,2,4,3,2,2,1,2,3,3,2,2,2,2,1,2,2,3,4,2,3,30,100,3,1233.6,3084.0,1,3,2,0.725,0,7,4,0.6,3.2927,1028.0,0.6333333000000001,3,0
489,490,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,3,4,4,4,4,4,4,3,4,6,12,11,6,4,3,4,4,4,5,4,5,3,4,4,4,2,2,2,3,3,4,3,2,3,4,3,1,3,4,2,3,33,100,13,3084.0,2570.0,1,4,5,0.7,0,7,4,0.8,15.3659,2056.0,0.7666666999999999,3,0
490,491,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,5,4,5,5,4,4,4,1,13,7,1,3,5,2,3,3,3,4,5,4,5,1,5,1,1,2,4,3,5,4,2,2,3,3,4,2,4,2,1,42,100,2,721.0,6180.0,1,4,5,0.975,2,8,5,0.6333333000000001,11.7317,6180.0,0.8333333,3,0
491,492,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,1,4,4,4,4,4,4,5,4,13,11,23,13,3,3,3,2,3,2,4,4,3,4,3,3,3,2,2,2,3,2,2,4,2,2,2,2,3,3,3,2,32,100,10,3084.0,10280.0,3,3,1,0.775,0,6,9,0.5333334,5.8537,5140.0,0.7,1,0
492,493,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,2,1,1,4,4,4,4,4,4,4,4,9,12,13,9,4,3,4,4,4,4,4,4,3,4,2,3,2,2,2,3,3,3,3,2,2,3,3,2,3,4,2,2,47,100,6,5140.0,19275.0,1,4,4,0.8,0,11,8,0.7666666999999999,10.2683,5140.0,0.6666667,2,0
493,494,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,3,4,3,5,4,3,4,1,9,11,1,3,3,3,3,3,3,4,3,3,3,3,3,3,1,3,4,1,4,3,3,3,3,3,3,1,3,3,3,35,100,14,5345.6,15420.0,1,4,1,0.65,0,17,10,0.6,2.7317,5140.0,0.6,3,0
494,495,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,2,1,1,4,3,4,3,3,4,3,4,1,13,8,2,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,54,100,16,514.0,1644.8,1,1,1,0.6,0,17,15,0.5666667,1.5854,3289.6,0.6,3,0
495,496,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,2,1,3,4,2,4,2,4,4,1,4,1,14,23,1,2,3,4,3,3,1,4,3,1,5,5,3,2,1,1,1,2,3,3,4,1,3,4,3,4,3,2,1,34,100,10,1336.4,5756.8,1,5,4,0.575,2,4,6,0.5333334,27.774437500000005,5140.0,0.6333333000000001,0,0
496,497,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,4,4,5,5,4,4,4,1,9,12,1,4,4,1,4,4,4,4,4,1,5,4,4,2,1,1,4,1,4,1,1,2,4,2,2,1,1,2,2,38,100,7,4112.0,4112.0,1,3,4,0.875,0,11,7,0.7,6.2683,5140.0,0.7666666999999999,2,0
497,498,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,1,4,5,4,5,4,4,5,4,7,5,17,19,4,3,4,2,4,3,4,5,2,5,3,1,1,1,1,2,1,1,1,1,1,4,1,2,1,1,1,2,42,100,3,616.8,2056.0,2,4,6,0.975,0,6,10,0.6666667,6.9512,1028.0,0.7,3,0
